period,product,product_group,quantity,list_price,net_price
01/05/2020,PRD3B41E2KF,G3,188,21.13,24.82
01/06/2020,PRDINMQCUGZ,G3,1016,21.13,20.5
01/10/2021,PRD41NNDYCA,G3,816,22.93,23.6572
01/03/2020,PRDTDWGJRA5,G3,516,21.13,21.7
01/09/2020,PRDWY85E0L7,G3,28,21.13,22.9
01/07/2020,PRD0UBO7VIP,G3,186,21.13,24.82
01/07/2021,PRDRAKCFW4B,G3,1016,21.13,21.13
01/08/2020,PRDDIEVTHI9,G3,404,21.13,22.9
01/09/2020,PRDKYYQNE8X,G3,82,21.13,25.4563
01/07/2021,PRDJ06LSA1A,G3,1616,21.13,21.13
01/04/2021,PRDJQKIT1AZ,G3,236,21.13,22.9
01/03/2022,PRDBGF5OSS1,G3,316,23.47,25.0183
01/06/2020,PRDLZI0WSBK,G3,188,21.13,24.82
01/04/2020,PRD8YWMB2Y3,G3,1648,21.13,21.1849
01/07/2020,PRDOEKJYYN3,G3,76,24.82,24.82
01/01/2022,PRD973LIUJ0,G3,168,26.35,28.651
01/03/2020,PRDZ27HV8DC,G3,116,24.82,24.82
01/02/2022,PRDEZK8MBB5,G3,66,26.35,29.302
01/02/2021,PRDXKNCPG31,G3,36,24.82,28.456
01/03/2021,PRDSURUFPSV,G3,36,24.82,27.49
01/01/2021,PRDS96JVMUZ,G3,66,24.82,24.82
01/03/2022,PRDZRZADRCE,G3,76,26.35,28.693
01/02/2022,PRDKL8V55QX,G3,156,26.35,28.669
01/06/2020,PRDCBUHCR9O,G3,36,24.82,28.45
01/09/2020,PRD650Z5M53,G3,88,24.82,22.9
01/09/2021,PRD3NB2KVWK,G3,116,25.57,25.57
01/09/2020,PRDMP75OWEV,G3,76,24.82,25.372
01/01/2022,PRDE9EYKAG0,G3,176,26.35,25.54
01/02/2022,PRDBNPPHHRN,G3,168,26.35,26.35
01/04/2020,PRDG2X6X60T,G3,66,24.82,25.66
01/03/2022,PRDDBZ1ON64,G3,46,26.35,29.53
01/05/2021,PRDFEL7ZLZO,G3,76,24.82,24.82
01/03/2021,PRDYDGOHQGJ,G3,66,24.82,24.82
01/02/2021,PRDV3ZYJRHV,G3,76,24.82,25.306
01/07/2020,PRDR3R222W0,G3,76,24.82,25.507
01/02/2021,PRDMSGUOK8S,G3,56,24.82,24.82
01/09/2021,PRDEXY12GOU,G3,66,25.57,25.5796
01/05/2021,PRDEYOTO02D,G3,36,24.82,27.49
01/08/2020,PRD7776UR1X,G3,136,24.82,24.82
01/07/2021,PRDUB9C5UQI,G3,32,25.0846,25.45
01/07/2021,PRDG6GGVNGG,G3,84,25.0846,23.59
01/12/2021,PRDP88SG1C7,G3,32,26.35,28.54
01/02/2021,PRDVPUWQBTM,G3,66,24.82,24.82
01/04/2021,PRDMY5G8YYB,G3,96,24.82,24.82
01/12/2020,PRD19TC74QX,G3,70,24.82,24.82
01/01/2021,PRDCBLEG8MB,G3,96,24.82,24.82
01/02/2022,PRD95YL5P8A,G3,168,26.35,26.35
01/10/2021,PRD0599ZA7P,G3,66,25.57,26.41
01/02/2022,PRDZ0PBPAJQ,G3,170,26.35,26.311
01/02/2022,PRD4CDQ4M2H,G3,72,26.35,29.53
01/06/2020,PRD5KDTR42M,G3,66,24.82,24.5464
01/03/2021,PRD3R66OAJZ,G3,116,24.82,24.82
01/03/2022,PRDPWI71T3R,G3,136,26.35,26.395
01/03/2021,PRDP0BCPBTI,G3,64,24.82,27.49
01/11/2021,PRDP3UGJCRL,G3,66,25.57,24.2128
01/11/2020,PRDOPMMRY07,G3,116,24.82,24.82
01/11/2020,PRD2A74LS7V,G3,40,24.82,24.82
01/04/2021,PRD1BGR6FOD,G3,66,24.82,24.82
01/02/2022,PRDHHE594X5,G3,80,26.35,28.6693
01/10/2021,PRD6C9S0CNS,G3,50,25.57,28.54
01/11/2020,PRDSAOSKVCF,G3,66,24.82,24.82
01/04/2021,PRD1GCOIXTT,G3,60,24.82,24.82
01/11/2021,PRD4U85DJWT,G3,66,25.57,28.006
01/04/2021,PRD72W8HC6I,G3,166,22.9,24.82
01/01/2022,PRD45HDLV87,G3,216,25.03,24.25
01/01/2022,PRDSJNK4R06,G3,36,25.03,29.53
01/08/2021,PRDZ6Q10QFO,G3,56,23.107,27.82
01/01/2022,PRDXE509IKH,G3,26,25.03,27.22
01/04/2021,PRDSXDSAER6,G3,416,22.9,22.9
01/03/2020,PRD2R509TZO,G3,216,22.9,22.951
01/06/2020,PRDCUM7ZVQU,G3,46,22.9,27.394
01/11/2020,PRD843LSUMF,G3,416,22.9,22.9
01/07/2021,PRDFTDV8PJP,G3,316,23.107,23.248
01/08/2021,PRD3TEKHOTA,G3,66,23.107,25.09
01/03/2020,PRD7Y73HKIA,G3,196,22.9,25.051
01/06/2021,PRD62F63PIF,G3,146,23.107,25.09
01/09/2021,PRDJ2HDSCEU,G3,266,24.34,22.9
01/03/2020,PRD8TD56S7C,G3,296,22.9,22.978
01/10/2021,PRD1KOP3F23,G3,76,24.34,25.57
01/04/2020,PRD8UVDUWKK,G3,216,22.9,22.9
01/10/2020,PRDSAQAMP4N,G3,416,22.9,22.9
01/05/2020,PRDVFBS7NPU,G3,216,22.9,24.1
01/12/2020,PRDRL3K6HIL,G3,26,22.9,27.826
01/11/2020,PRD7CZ10N0C,G3,216,22.9,22.9
01/09/2021,PRDRSO13PX6,G3,266,24.34,21.7
01/07/2020,PRDPXEC1I6E,G3,316,22.9,22.837
01/07/2021,PRDFDP92U0Y,G3,216,23.107,23.11
01/04/2021,PRDMR4S5R95,G3,376,22.9,22.9
01/02/2022,PRDBLFLXSTT,G3,268,25.03,26.35
01/01/2022,PRDUJYJA96T,G3,166,25.03,24.34
01/01/2022,PRDM0OQ518F,G3,216,25.03,25.03
01/03/2021,PRDN5FFEYIQ,G3,216,22.9,23.293
01/06/2021,PRDBCECABYZ,G3,76,23.107,25.09
01/10/2020,PRDRTS7Q01O,G3,66,22.9,24.82
01/12/2020,PRD8YQFG7WX,G3,96,22.9,25.075
01/09/2021,PRD8NW2OB1S,G3,1016,22.06,21.13
01/11/2020,PRD5KFFI3ZN,G3,516,20.5,21.7
01/09/2021,PRDR7X65PNY,G3,2016,22.06,22.06
01/04/2020,PRD6SRF8RII,G3,2416,20.5,20.5
01/09/2020,PRDTRRLE4L8,G3,2216,20.5,20.35
01/02/2022,PRDQB0GKVSZ,G3,2616,22.57,22.57
01/08/2020,PRD3Y8MBOA6,G3,516,20.5,21.7
01/11/2020,PRDPOW82JT1,G3,2416,20.5,21.046
01/07/2020,PRDY5O0NS1D,G3,400,20.5,22.9
01/10/2020,PRDVT4H3A0K,G3,516,20.5,21.7
01/08/2020,PRDOZO56N05,G3,2416,20.5,20.23
01/08/2021,PRDL8ICTZ8Z,G3,216,20.5,23.11
01/01/2022,PRD2JMMUZQU,G3,1016,22.57,23.47
01/01/2021,PRDFCPOY2GE,G3,516,20.5,21.946
01/03/2021,PRDGXH4Q0YD,G3,3856,20.5,20.5
01/01/2022,PRDWVLCP57E,G3,2416,22.57,20.5
01/07/2020,PRDX3J905CU,G3,80,20.5,24.82
01/06/2021,PRDQ09AF39Z,G3,2416,20.5,20.5
01/07/2021,PRD6Z1TE22W,G3,2616,20.5,20.5
01/10/2020,PRDUUN1RSCX,G3,2216,20.5,20.5
01/09/2020,PRDCAALN2ZT,G3,2416,20.5,20.5
01/03/2022,PRD5OCLYQI3,G3,1010,22.57,23.47
01/05/2020,PRDA3TXJTOR,G3,516,20.5,21.7
01/05/2021,PRD6IVEYFBM,G3,1016,20.5,21.13
01/02/2021,PRDO2TCB74C,G3,516,20.5,21.7
01/11/2021,PRDIPANURHZ,G3,1016,22.06,22.93
01/04/2021,PRDEY9A364F,G3,516,20.5,21.7
01/11/2021,PRD6LF3O0QM,G3,1016,22.06,22.93
01/02/2022,PRDV7P0E6DQ,G3,25016,20.41,19.6
01/09/2021,PRD4MCEQJFZ,G3,5016,20.08,19.6
01/07/2021,PRDW6BE26BJ,G3,15016,19.48,19.6
01/02/2022,PRDVDI3D3IP,G3,10016,20.41,19.822
01/12/2021,PRDIS8JETVT,G3,10016,20.41,19.6
01/08/2021,PRDGH1IO1OQ,G3,5016,19.48,19.6
01/06/2021,PRD72UURFS9,G3,5016,19.48,19.54
01/10/2021,PRDQGKRX6GR,G3,25016,20.08,19.6
01/08/2021,PRDO05A9C1P,G3,5016,19.48,19.54
01/11/2021,PRD7AY0XX50,G3,15016,20.08,19.822
01/07/2020,PRDIVOOGBNQ,G3,5016,19.84,19.84
01/01/2022,PRDCHZBB45D,G3,12416,20.86,20.86
01/03/2020,PRDZ6N00L47,G3,5016,19.84,19.93
01/08/2020,PRDSWUJXEYD,G3,5016,19.84,19.93
01/09/2020,PRDX63IOT56,G3,3656,19.84,19.84
01/11/2020,PRDRTAV821M,G3,10016,19.84,19.84
01/04/2021,PRDRGQX7PWA,G3,5016,19.84,19.84
01/11/2020,PRD1GL3HDHO,G3,5016,19.84,19.84
01/07/2020,PRDDSAEC445,G3,5016,19.84,19.93
01/01/2021,PRD8X01LA1K,G3,5016,19.84,19.9
01/04/2021,PRDZT6GORZB,G3,5016,19.84,19.66
01/03/2020,PRDWX6BRXX1,G3,516,19.84,21.784
01/01/2022,PRDO5MP4F2R,G3,16826,20.86,21.01
01/01/2021,PRDTF7U7TTU,G3,5016,19.84,19.84
01/10/2020,PRDS12IOU8I,G3,5016,19.84,19.84
01/07/2020,PRDR3626UX4,G3,5016,19.84,19.9
01/05/2021,PRD1KMW9780,G3,5016,19.84,20.02
01/10/2020,PRDEPB436YK,G3,10016,19.57,19.6
01/08/2020,PRDFEH0AKBI,G3,5016,19.57,19.6
01/04/2020,PRD0XJNIF4C,G3,5016,19.57,19.6
01/03/2021,PRDCYNUKITE,G3,25016,19.57,19.6
01/05/2020,PRDS9D01JTP,G3,5016,19.57,19.6
01/02/2021,PRDIQQHBO0O,G3,10016,19.57,19.6
01/07/2020,PRDYGI34AXV,G3,10016,19.57,19.6
01/11/2020,PRDOIGOHP5T,G3,5016,19.57,19.6
01/02/2021,PRD4MEU5N0L,G3,5016,19.66,19.66
01/04/2020,PRDA4A0Z6BB,G3,5016,19.66,19.3405
01/11/2021,PRDBXBYXJ8M,G3,5016,20.17,19.9
01/10/2020,PRDOWGF24HZ,G3,5016,19.66,19.48
01/04/2021,PRD6NYD7QMZ,G3,5016,19.66,19.9
01/03/2022,PRDB1UZ6CC2,G3,5016,20.5,19.9
01/06/2021,PRDGX01B27Q,G3,5016,19.66,19.9
01/01/2021,PRD1UYWKTEA,G3,5016,19.66,19.72
01/05/2021,PRD397LRFD0,G3,4856,19.93,19.9
01/12/2020,PRDSXFZ8MCP,G3,5016,19.93,19.93
01/11/2021,PRDHGBVW804,G3,5016,21.22,20.587
01/02/2022,PRDQ8LROO8N,G3,15016,21.64,19.84
01/03/2020,PRD9JE3RFMT,G3,5016,19.93,19.93
01/04/2020,PRDU3TMF2FU,G3,2208,19.93,19.906
01/07/2020,PRDXS5YK3N5,G3,5016,19.93,20.3152
01/04/2021,PRD9PODBLL4,G3,5016,19.93,20.29
01/04/2021,PRDWZP2S6QB,G3,176,19.93,23.5
01/10/2021,PRD0RTSPRB5,G3,5016,21.22,19.93
01/05/2020,PRDXD2D0FHV,G3,2824,19.93,19.906
01/08/2021,PRDURKC6D9P,G3,6216,19.93,21.13
01/01/2022,PRDKEVH1165,G3,10016,21.64,19.84
01/02/2021,PRDZ3B18LNS,G3,36,30.04,30.04
01/09/2021,PRDXHS0B9P3,G3,26,30.04,30.04
01/03/2020,PRDZBE6L2HL,G3,26,30.04,30.04
01/03/2020,PRDKOVVDDH1,G3,36,30.04,30.04
01/11/2020,PRD6DE8JAIH,G3,36,30.04,34.03
01/03/2022,PRD2SP2FK9W,G3,36,32.44,33.694
01/06/2020,PRDPOR8360V,G3,40,30.04,30.04
01/02/2021,PRDD9EIYPXI,G3,36,30.04,30.814
01/06/2020,PRDN2U366F8,G3,36,30.04,30.04
01/01/2022,PRDCQ8VJMJH,G3,576,26.05,26.05
01/11/2021,PRDC7UU6JJI,G3,616,25.3,25.894
01/05/2021,PRDSJCWQJ6K,G3,1660,22.24,22.3
01/08/2021,PRDCST8JISO,G3,216,22.24,26.32
01/03/2021,PRDDP2XYEI9,G3,1016,22.24,22.597
01/11/2021,PRDVAO0AUVT,G3,116,24.4,30.58
01/02/2022,PRDWQV49S3D,G3,1016,25.09,26.257
01/08/2021,PRDM1SQDORM,G3,1016,22.24,23.98
01/02/2022,PRDDE2TQGZ6,G3,116,28.57,32.05
01/12/2020,PRDWFJAPKLH,G3,116,26.77,27.19
01/03/2021,PRDBLXPWNNH,G3,80,26.77,27.0298
01/07/2020,PRD5DN4YBDZ,G3,92,26.77,29.2363
01/09/2021,PRDJ5NG69O2,G3,116,27.64,28.06
01/06/2021,PRD3FV3NF4Q,G3,136,26.77,26.77
01/03/2022,PRDLLRHX4L3,G3,144,28.57,31.4173
01/02/2022,PRD4VW9DK8X,G3,156,28.57,29.509
01/11/2021,PRDT1FR88QF,G3,96,27.64,27.64
01/07/2020,PRDLHQJ67DP,G3,116,26.77,26.671
01/10/2021,PRDAKXOW25C,G3,130,27.64,27.64
01/11/2021,PRD87452I78,G3,216,26.95,24.4
01/09/2020,PRD4G6J5U26,G3,116,24.4,24.4
01/10/2021,PRDB6S7MZI6,G3,216,26.14,26.14
01/12/2020,PRDFRZNC97V,G3,216,24.4,22.96
01/08/2021,PRDSG6Z1VKQ,G3,216,24.4,24.856
01/08/2020,PRDVOH8LQ1O,G3,216,24.4,24.4
01/04/2020,PRDNBB67PNX,G3,216,24.4,22.96
01/07/2021,PRD565SWCJE,G3,164,24.4,26.9023
01/05/2020,PRDRBBUNRI5,G3,216,24.4,24.4
01/11/2021,PRDM0Z79UIR,G3,216,26.14,26.14
01/08/2021,PRDLXJETU3H,G3,88,24.4,26.71
01/02/2022,PRDAU7ICXYH,G3,216,26.95,27.769
01/03/2021,PRDDY6FN90R,G3,216,24.4,22.96
01/01/2022,PRDTLZIXP38,G3,376,26.95,27.739
01/10/2020,PRDM5BBC6N4,G3,216,21.49,24.4
01/02/2021,PRDHHDNDBI9,G3,216,21.49,24.4
01/11/2020,PRDAZWK69SN,G3,216,21.49,24.4
01/12/2020,PRD6AMV2JET,G3,2016,21.49,21.49
01/04/2021,PRDH1V18MQL,G3,15016,20.77,19.96
01/08/2021,PRD94LBDRB5,G3,15016,20.77,19.96
01/09/2021,PRDHHZ7NBBT,G3,10016,20.77,19.96
01/06/2021,PRD7FHHIERP,G3,145016,20.77,19.96
01/05/2021,PRD5CXFAJVP,G3,65016,20.77,19.96
01/03/2022,PRDAFAXIM7A,G3,155016,21.16,19.96
01/11/2021,PRDIM6ZPGHB,G3,5016,20.77,19.96
01/03/2022,PRDVILZ0SCV,G3,6016,21.4,20.8
01/12/2021,PRDHCLCHFW6,G3,60016,21.4,20.8
01/06/2020,PRD0NQAIQ4O,G3,5016,20.47,19.96
01/03/2021,PRDDL276IO7,G3,15016,20.47,19.96
01/02/2021,PRDE6GGZL3X,G3,5016,20.47,19.96
01/01/2021,PRDKQJ3TPYP,G3,5016,20.47,19.96
01/04/2021,PRDLY5O5XWO,G3,216,20.8,24.4
01/07/2021,PRD34GOHVJ6,G3,5216,20.8,20.8
01/09/2021,PRD22J4I0OK,G1,36,466,466
01/02/2022,PRDJPCJ5W08,G1,26,466,574.9
01/07/2020,PRD3K1P53C3,G9,28,336.01,336.01
01/09/2021,PRDYLXJLRC4,G7,28,336.01,422.5849
01/03/2022,PRDNM2A2SCC,G7,50,336.01,360.3823
01/11/2020,PRDB91HMZEP,G5,30016,17.47,16.78
01/12/2020,PRDE00I4V3X,G5,40016,17.47,16.78
01/10/2020,PRDK1Y1NKIJ,G5,200016,17.47,16.78
01/01/2021,PRDR6O5I370,G5,40016,17.5,16.78
01/05/2020,PRDD3A8PFCI,G5,460016,17.44,16.78
01/09/2020,PRDZ23XJ155,G5,180016,17.44,16.78
01/03/2020,PRD9JRXTMCG,G5,700016,17.41,16.78
01/08/2020,PRD7D7IZD5Z,G5,370016,17.44,16.78
01/06/2020,PRDSPCL2UDF,G5,680016,17.44,16.78
01/07/2020,PRDVWTVPCJG,G5,130016,17.44,16.78
01/04/2021,PRDROP885GE,G5,10016,18.67,17.209
01/07/2021,PRDAT2S55LK,G5,50016,18.31,18.34
01/08/2020,PRD7H550HK4,G5,9034,20.68,18.82
01/12/2020,PRD9E2CTYWV,G5,102016,17.95,17.242
01/11/2020,PRDH36J3QFC,G5,36016,17.95,17.242
01/02/2021,PRDQ4MFB7KZ,G5,78016,17.95,17.242
01/03/2021,PRD5GX70N2K,G5,144016,17.95,17.242
01/10/2020,PRDR62MCCK7,G5,210016,17.95,17.242
01/12/2021,PRDJ3VJLO7F,G5,42016,17.89,17.242
01/04/2021,PRDG8F3HMIB,G5,36016,17.95,17.242
01/01/2021,PRD2ZSW3Q01,G5,168016,17.95,17.242
01/11/2021,PRDJVF12LVF,G5,108016,17.95,17.242
01/10/2021,PRDH2YC0TS1,G5,78016,17.95,17.242
01/03/2022,PRD1N6C1RSV,G5,12016,18.25,17.4997
01/07/2020,PRD9N443PQ4,G5,12016,18.28,17.5
01/04/2021,PRDOFQ8DOY9,G5,84016,17.98,17.242
01/09/2020,PRDSAMQ5TVK,G5,48016,17.98,17.242
01/01/2022,PRD6F2ADE3L,G5,150016,17.86,17.242
01/08/2021,PRD7S4JYNCO,G5,150016,17.89,17.242
01/09/2021,PRDFCO5NJUZ,G5,192016,17.89,17.242
01/03/2020,PRDQ93KKV8T,G5,240016,17.86,17.26
01/07/2021,PRDTOEHW8HX,G5,606016,17.89,17.242
01/04/2020,PRDLSHH5W8X,G5,180016,17.86,17.26
01/03/2022,PRDD7GPIYQN,G5,282016,17.86,17.242
01/06/2020,PRDKQVMRHUF,G5,108016,17.89,17.26
01/02/2022,PRDC1OSG63A,G5,150016,17.86,17.242
01/05/2020,PRD3YS71IXJ,G5,396016,17.86,17.26
01/05/2020,PRDULA6SONO,G5,72016,17.89,17.26
01/12/2020,PRDMZC2VNUS,G5,60016,17.29,17.014
01/07/2020,PRDV0ZPJRWM,G5,100016,17.29,17.05
01/10/2020,PRDB4U1SQ0J,G5,100016,17.29,16.9
01/10/2020,PRDL9R741LY,G5,40016,17.29,17.014
01/02/2021,PRDZHE1TEZE,G5,80016,17.26,17.014
01/06/2021,PRD4SUX0DM1,G5,80016,17.26,17.05
01/09/2020,PRDIAQ6M3QE,G5,20016,17.26,17.014
01/07/2020,PRDDMUOXMOW,G5,180016,17.26,17.014
01/04/2021,PRDEHGS3TI5,G5,170016,17.26,17.014
01/06/2021,PRDM3EG8AS9,G5,260016,17.26,17.014
01/03/2020,PRD6LIOCHJT,G5,70016,17.26,17.014
01/01/2021,PRDR3SCP9YF,G5,100016,17.26,17.014
01/08/2020,PRDASW3NKYR,G5,20016,17.26,17.014
01/03/2021,PRD5R4F4T4F,G5,30016,17.26,17.014
01/04/2021,PRDSHGLWMFS,G5,120016,17.26,17.05
01/11/2020,PRDRFJBCTH1,G5,10016,17.5,17.05
01/09/2020,PRDJ45YOUB1,G5,10016,17.5,16.87
01/01/2021,PRDKQIAY5E1,G5,10016,17.5,16.2514
01/04/2020,PRDQYSRWUGF,G5,10016,17.5,16.9
01/08/2021,PRDOQ2JU7CT,G5,20016,17.29,17.014
01/10/2021,PRDKV5NA2PL,G5,70016,17.29,17.014
01/01/2022,PRD18A5SW8N,G5,70016,18.04,17.05
01/04/2021,PRDRIQCT1GB,G5,60016,17.29,16.9
01/03/2020,PRDPFXVWPVM,G5,50016,17.29,16.9
01/07/2021,PRDPXGD7HLH,G5,40016,17.29,17.014
01/06/2021,PRDCKEFTRBK,G5,30016,17.29,16.9
01/09/2021,PRDMGV3Y4DV,G5,30016,17.29,16.9
01/10/2020,PRDXGUZK5YE,G5,10016,17.29,16.9
01/07/2021,PRD94M8YSA7,G5,40016,17.29,16.9
01/05/2020,PRDJLJTT9UX,G5,60016,17.29,17.014
01/11/2020,PRDQ0C2SYMT,G5,40016,17.29,16.9
01/11/2021,PRDWQ1UEK92,G5,40016,17.29,17.05
01/03/2021,PRD9X5CL1NY,G5,20016,17.29,16.9
01/08/2020,PRDLZ7GRHR0,G5,100016,17.29,16.96
01/03/2021,PRDVB87IA0S,G5,50016,17.29,16.942
01/01/2022,PRD2RHGVAIU,G5,20016,18.01,17.035
01/11/2020,PRDN6EYDI18,G5,20016,17.29,16.942
01/02/2021,PRD7QGPFTG3,G5,30016,17.29,16.942
01/01/2021,PRDBF4TP8XB,G5,60016,17.29,16.942
01/12/2020,PRD8DSC3OGM,G5,100016,17.29,16.942
01/04/2020,PRDTL90O32X,G5,150016,17.26,16.942
01/08/2020,PRDSLNSVF7W,G5,140016,17.26,16.942
01/06/2020,PRD9HWCL5X9,G5,220016,17.26,16.942
01/06/2021,PRD31MW3T0M,G5,60016,17.26,16.942
01/05/2020,PRD1C8B0H7U,G5,140016,17.26,16.942
01/05/2021,PRD8EDCQ80U,G5,40016,17.26,16.942
01/08/2021,PRDUYNZLK4Q,G5,80016,17.26,16.942
01/09/2021,PRD9C5PYBD4,G5,100016,17.26,16.942
01/03/2020,PRD6Y97MFWM,G5,140016,17.26,16.942
01/07/2021,PRDQJF65N61,G5,320016,17.26,16.942
01/09/2020,PRDTEVDHWMI,G5,80016,17.26,16.942
01/04/2021,PRD7A0OLDDG,G5,50016,17.26,16.942
01/07/2020,PRD7JGU6CPJ,G5,150016,17.26,16.942
01/04/2020,PRDQAS3ATFB,G5,10016,17.5,16.96
01/10/2020,PRDZI4828Q2,G5,50016,17.29,17.05
01/11/2021,PRD2NPHEJL5,G5,120016,17.29,17.14
01/11/2020,PRD6VA0RMW5,G5,40016,17.29,17.14
01/08/2021,PRDFOKYLTLL,G5,20016,17.29,16.9
01/02/2021,PRDHNVS9KE6,G5,40016,17.29,17.14
01/04/2020,PRDLQYDC2AJ,G5,20016,17.29,16.9
01/04/2021,PRDMHQXIOY8,G5,450016,17.23,16.9
01/07/2020,PRDIADFCZHO,G5,100016,17.23,16.9
01/08/2021,PRD7XTIPI9V,G5,1130016,17.23,16.9
01/05/2020,PRDJU4W8LM5,G5,1310016,17.23,16.9
01/08/2020,PRDUASBEJ1O,G5,280016,17.23,16.9
01/05/2021,PRDMY1TMFIE,G5,860016,17.23,16.9
01/10/2021,PRDC1WLU27G,G5,800016,17.23,16.9
01/06/2021,PRDO9JEPMAT,G5,900016,17.23,16.9
01/01/2022,PRD19V9TUIQ,G5,600016,17.95,16.9
01/02/2021,PRDV41PR5JC,G5,530016,17.23,16.9
01/11/2021,PRDVRH7CR0V,G5,510016,17.23,16.9
01/04/2020,PRD82QHKLRC,G5,890016,17.23,16.9
01/03/2020,PRD20Y4XG49,G5,990016,17.23,16.909
01/11/2020,PRDX871B0WM,G5,1130016,17.23,16.9
01/08/2020,PRD79L5FH7U,G5,200016,17.23,16.9
01/10/2020,PRDBCOZF8H7,G5,820016,17.23,16.9
01/12/2021,PRDBHAUFRWM,G5,90016,17.95,16.9
01/07/2021,PRD5DBQ0W7E,G5,1910016,17.23,16.9
01/01/2021,PRDLRXGW35W,G5,690016,17.23,16.9
01/06/2020,PRDGJHV89FC,G5,580016,17.23,16.9
01/09/2021,PRD11P7B6GC,G5,1150016,17.23,16.9
01/12/2020,PRD7BI73TFQ,G5,240016,17.23,16.9
01/06/2020,PRDMVM5POZO,G5,320016,17.23,16.9
01/09/2020,PRDLLVCNQ7A,G5,670016,17.23,16.9
01/03/2021,PRDQMR1YDW5,G5,1090016,17.23,16.9
01/02/2022,PRDPUBO6X05,G5,10016,17.95,16.9
01/11/2020,PRD3K7XB83U,G6,40016,20.68,19.18
01/10/2020,PRDNA9247J6,G6,120016,20.68,19.18
01/03/2020,PRDXNCFJTS9,G6,20016,20.65,19.18
01/10/2021,PRD5XFS5Q5C,G6,170016,20.68,19.18
01/06/2020,PRDGT4CLVXF,G6,30016,20.59,19.18
01/03/2021,PRD85VESH7A,G6,60016,20.59,19.2373
01/07/2021,PRD70NXMDMN,G6,120016,20.59,19.51
01/06/2020,PRDWT38SPUA,G6,170016,20.59,19.579
01/07/2020,PRDC8XVAZLS,G6,30016,20.59,19.579
01/02/2022,PRDGBU1LDJB,G6,50016,20.53,19.51
01/09/2020,PRDWY5GK6IP,G6,280016,20.59,19.531
01/02/2021,PRDEAIW4PBQ,G6,210016,20.59,19.51
01/04/2020,PRDKPO9UDN0,G6,160016,20.56,19.18
01/04/2020,PRDY53E730I,G6,170016,20.56,19.579
01/09/2021,PRD1KL4C5R7,G6,140016,20.59,19.51
01/03/2022,PRD4OJ7Z3JH,G6,40016,20.53,19.18
01/08/2021,PRD5CEQG4N1,G6,220016,20.59,19.51
01/08/2020,PRDL58QDVCL,G6,60016,20.59,19.531
01/05/2020,PRDHV9JSJVD,G6,90016,20.56,19.18
01/04/2021,PRDTOU2OQLG,G6,120016,20.59,19.51
01/08/2020,PRDIE9VDDLU,G6,50016,20.59,19.18
01/02/2021,PRDCPWNZD0B,G6,40016,20.59,19.2373
01/03/2021,PRDEY9QR2GW,G6,90016,20.59,19.51
01/03/2022,PRDKX95HLB8,G6,130016,20.53,19.51
01/05/2020,PRDQVSWCW5W,G6,70016,20.56,19.579
01/01/2021,PRDOXB35J18,G6,150016,20.59,19.51
01/11/2020,PRDP9HRQPY4,G6,250016,20.59,19.531
01/10/2020,PRDEAML8HOV,G6,120016,20.59,19.531
01/07/2020,PRDWH3CP7P5,G6,150016,20.59,19.18
01/12/2020,PRD0CVFW4NU,G6,50016,20.59,19.531
01/01/2022,PRD8AOSEVS6,G6,190016,20.53,19.18
01/03/2020,PRDQE4XZZ68,G6,330016,20.56,19.579
01/09/2020,PRD2PXBNJA7,G6,20016,20.59,19.18
01/01/2022,PRDRH3YGNA6,G6,60016,20.53,19.51
01/06/2021,PRDUOZFU7UV,G6,100016,20.59,19.51
01/01/2021,PRD4VPP1QVQ,G6,170016,20.59,19.2373
01/02/2021,PRDQSVT62T5,G6,10016,21.43,21.52
01/11/2021,PRDGICCQTYG,G6,30016,20.71,19.6
01/10/2021,PRDFOOFBVMQ,G6,10016,20.71,19.6
01/09/2021,PRD350BPK9W,G6,100016,20.5,19.18
01/10/2021,PRD2JOGK6PV,G6,210016,20.5,19.51
01/11/2021,PRDHXYNUGFS,G6,110016,20.5,19.51
01/12/2021,PRD78SE3RWF,G6,260016,20.44,19.51
01/11/2021,PRDXNNQ2YE3,G6,30016,20.44,19.51
01/04/2021,PRDKT9LB860,G6,170016,20.5,19.18
01/08/2021,PRDWMIFEPYA,G6,400016,20.5,19.18
01/06/2021,PRDY49BMDXT,G6,380016,20.5,19.18
01/04/2021,PRDTPUSAB9C,G1,30,352,352
01/08/2021,PRDUYYZ92UG,G1,30,362.08,352
01/12/2021,PRDD05VDD9X,G1,30,478.3,327.55
01/11/2021,PRDM6EZ9CA4,G1,56,478.3,301
01/03/2022,PRD9VQAQR4E,G1,52,478.3,311.5
01/08/2021,PRDWHA7K7GI,G1,28,362.08,352
01/06/2021,PRDMFZOR0NX,G1,30,362.08,352
01/12/2021,PRDLI5SK3L3,G1,1016,210.97,219.01
01/01/2022,PRDWFVDUMMA,G1,86,327.55,327.55
01/06/2021,PRDKAN2OCQC,G1,76,297.19,289
01/03/2022,PRDHDLB2VAK,G1,66,327.55,261.22
01/09/2021,PRD59B8OVDL,G1,96,327.55,244.66
01/11/2021,PRDE2P5AZJO,G1,66,327.55,238
01/02/2022,PRD8ZM5LIPB,G1,76,327.55,261.22
01/03/2022,PRDJJ0UQ1JW,G1,392,261.22,261.22
01/09/2021,PRD6P7FXBT1,G4,36,164.32,164.32
